Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Porcentaje de población menor de 18 años;2022;9,7
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Porcentaje de población de 65 y más años;2022;20,6
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Población;2022;1.624
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Porcentaje de población española;2022;88,7
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Edad media de la población;2022;45,8
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Porcentaje de población menor de 18 años;2022;10,1
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Porcentaje de población de 65 y más años;2022;21,8
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Población;2022;1.757
28079 Madrid;2807902 Madrid distrito 02;2807902073 Madrid sección 02073;Porcentaje de población española;2022;87
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Edad media de la población;2022;46,1
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Porcentaje de población menor de 18 años;2022;9
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Porcentaje de población de 65 y más años;2022;22,7
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Población;2022;1.708
28079 Madrid;2807902 Madrid distrito 02;2807902074 Madrid sección 02074;Porcentaje de población española;2022;85,7
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Edad media de la población;2022;43,3
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Porcentaje de población de 65 y más años;2022;16,9
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Población;2022;1.887
28079 Madrid;2807902 Madrid distrito 02;2807902075 Madrid sección 02075;Porcentaje de población española;2022;81,9
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Edad media de la población;2022;46,4
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Porcentaje de población menor de 18 años;2022;9
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Porcentaje de población de 65 y más años;2022;20,5
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Población;2022;1.131
28079 Madrid;2807902 Madrid distrito 02;2807902077 Madrid sección 02077;Porcentaje de población española;2022;82,3
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Edad media de la población;2022;46,6
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Porcentaje de población menor de 18 años;2022;8,4
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Porcentaje de población de 65 y más años;2022;23
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Población;2022;862
28079 Madrid;2807902 Madrid distrito 02;2807902078 Madrid sección 02078;Porcentaje de población española;2022;78,2
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Edad media de la población;2022;48
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Porcentaje de población menor de 18 años;2022;8
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Porcentaje de población de 65 y más años;2022;26,6
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Población;2022;1.187
28079 Madrid;2807902 Madrid distrito 02;2807902079 Madrid sección 02079;Porcentaje de población española;2022;87,5
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Edad media de la población;2022;49,3
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Porcentaje de población de 65 y más años;2022;30,3
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Población;2022;874
28079 Madrid;2807902 Madrid distrito 02;2807902080 Madrid sección 02080;Porcentaje de población española;2022;87,2
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Edad media de la población;2022;46,7
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Porcentaje de población de 65 y más años;2022;24
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Población;2022;1.090
28079 Madrid;2807902 Madrid distrito 02;2807902081 Madrid sección 02081;Porcentaje de población española;2022;81,3
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Edad media de la población;2022;43,7
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Porcentaje de población menor de 18 años;2022;8,7
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Porcentaje de población de 65 y más años;2022;17,6
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Población;2022;1.184
28079 Madrid;2807902 Madrid distrito 02;2807902082 Madrid sección 02082;Porcentaje de población española;2022;78,2
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Edad media de la población;2022;37,7
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Porcentaje de población menor de 18 años;2022;21,1
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Porcentaje de población de 65 y más años;2022;9,7
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Población;2022;1.950
28079 Madrid;2807902 Madrid distrito 02;2807902083 Madrid sección 02083;Porcentaje de población española;2022;89,2
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Edad media de la población;2022;49,4
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Porcentaje de población menor de 18 años;2022;11,1
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Porcentaje de población de 65 y más años;2022;36,6
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Población;2022;1.204
28079 Madrid;2807902 Madrid distrito 02;2807902085 Madrid sección 02085;Porcentaje de población española;2022;95,4
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Edad media de la población;2022;47,8
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Porcentaje de población menor de 18 años;2022;10,5
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Porcentaje de población de 65 y más años;2022;29,1
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Población;2022;1.292
28079 Madrid;2807902 Madrid distrito 02;2807902086 Madrid sección 02086;Porcentaje de población española;2022;91,5
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Edad media de la población;2022;46,5
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Porcentaje de población menor de 18 años;2022;14,1
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Porcentaje de población de 65 y más años;2022;24,2
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Población;2022;2.141
28079 Madrid;2807902 Madrid distrito 02;2807902087 Madrid sección 02087;Porcentaje de población española;2022;97,2
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Edad media de la población;2022;46,2
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Porcentaje de población menor de 18 años;2022;11,1
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Porcentaje de población de 65 y más años;2022;24,7
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Población;2022;700
28079 Madrid;2807902 Madrid distrito 02;2807902088 Madrid sección 02088;Porcentaje de población española;2022;88
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Edad media de la población;2022;48,9
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Porcentaje de población menor de 18 años;2022;13,8
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Porcentaje de población de 65 y más años;2022;32,9
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Población;2022;1.078
28079 Madrid;2807902 Madrid distrito 02;2807902089 Madrid sección 02089;Porcentaje de población española;2022;91
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Edad media de la población;2022;45,1
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Porcentaje de población menor de 18 años;2022;12,4
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Porcentaje de población de 65 y más años;2022;18,1
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Población;2022;1.777
28079 Madrid;2807902 Madrid distrito 02;2807902090 Madrid sección 02090;Porcentaje de población española;2022;95,6
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Edad media de la población;2022;47,5
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Porcentaje de población menor de 18 años;2022;10,8
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Porcentaje de población de 65 y más años;2022;27,7
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Población;2022;1.112
28079 Madrid;2807902 Madrid distrito 02;2807902091 Madrid sección 02091;Porcentaje de población española;2022;95
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Edad media de la población;2022;49,4
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Porcentaje de población de 65 y más años;2022;30,7
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Población;2022;1.855
28079 Madrid;2807902 Madrid distrito 02;2807902092 Madrid sección 02092;Porcentaje de población española;2022;92,4
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Edad media de la población;2022;45,8
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Porcentaje de población de 65 y más años;2022;22
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Población;2022;1.467
28079 Madrid;2807902 Madrid distrito 02;2807902093 Madrid sección 02093;Porcentaje de población española;2022;96,8
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Edad media de la población;2022;48,9
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Porcentaje de población menor de 18 años;2022;11,4
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Porcentaje de población de 65 y más años;2022;32,9
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Población;2022;1.698
28079 Madrid;2807902 Madrid distrito 02;2807902094 Madrid sección 02094;Porcentaje de población española;2022;98
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Edad media de la población;2022;43,2
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Porcentaje de población menor de 18 años;2022;15,9
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Porcentaje de población de 65 y más años;2022;15,9
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Población;2022;1.710
28079 Madrid;2807902 Madrid distrito 02;2807902095 Madrid sección 02095;Porcentaje de población española;2022;93
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Edad media de la población;2022;44,5
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Porcentaje de población menor de 18 años;2022;12
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Porcentaje de población de 65 y más años;2022;17,4
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Población;2022;1.689
28079 Madrid;2807902 Madrid distrito 02;2807902096 Madrid sección 02096;Porcentaje de población española;2022;97,5
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Edad media de la población;2022;39,4
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Porcentaje de población menor de 18 años;2022;20,1
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Porcentaje de población de 65 y más años;2022;8,9
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Población;2022;1.131
28079 Madrid;2807902 Madrid distrito 02;2807902097 Madrid sección 02097;Porcentaje de población española;2022;92,7
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Edad media de la población;2022;38,2
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Porcentaje de población menor de 18 años;2022;17,3
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Porcentaje de población de 65 y más años;2022;7,9
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Población;2022;1.293
28079 Madrid;2807902 Madrid distrito 02;2807902098 Madrid sección 02098;Porcentaje de población española;2022;83,5
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Edad media de la población;2022;35
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Porcentaje de población menor de 18 años;2022;26,3
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Porcentaje de población de 65 y más años;2022;4,8
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Población;2022;2.049
28079 Madrid;2807902 Madrid distrito 02;2807902099 Madrid sección 02099;Porcentaje de población española;2022;88
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Edad media de la población;2022;40,2
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Porcentaje de población menor de 18 años;2022;16,4
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Porcentaje de población de 65 y más años;2022;9,3
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Población;2022;1.682
28079 Madrid;2807902 Madrid distrito 02;2807902100 Madrid sección 02100;Porcentaje de población española;2022;89,4
28079 Madrid;2807902 Madrid distrito 02;2807902101 Madrid sección 02101;Edad media de la población;2022;36,8
